,"age;""job"";""marital"";""education"";""default"";""housing"";""loan"";""contact"";""month"";""day_of_week"";""duration"";""campaign"";""pdays"";""previous"";""poutcome"";""emp.var.rate"";""cons.price.idx"";""cons.conf.idx"";""euribor3m"";""nr.employed"";""y"""
36842,"26;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""jun"";""mon"";79;1;999;0;""nonexistent"";-2.9;92.963;-40.8;1.26;5076.2;""no"""
36846,"25;""admin."";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""jun"";""mon"";205;2;999;0;""nonexistent"";-2.9;92.963;-40.8;1.26;5076.2;""no"""
36848,"49;""unemployed"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""jun"";""tue"";298;3;999;0;""nonexistent"";-2.9;92.963;-40.8;1.252;5076.2;""no"""
36851,"29;""services"";""single"";""professional.course"";""no"";""yes"";""no"";""telephone"";""jun"";""tue"";161;2;999;0;""nonexistent"";-2.9;92.963;-40.8;1.252;5076.2;""no"""
36854,"56;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jun"";""tue"";202;1;999;0;""nonexistent"";-2.9;92.963;-40.8;1.252;5076.2;""no"""
36856,"40;""unemployed"";""single"";""basic.4y"";""no"";""no"";""no"";""cellular"";""jun"";""tue"";355;1;999;0;""nonexistent"";-2.9;92.963;-40.8;1.252;5076.2;""yes"""
36857,"43;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jun"";""tue"";281;1;999;0;""nonexistent"";-2.9;92.963;-40.8;1.252;5076.2;""no"""
36863,"46;""admin."";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""jun"";""tue"";119;1;999;0;""nonexistent"";-2.9;92.963;-40.8;1.252;5076.2;""no"""
36866,"58;""retired"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""jun"";""tue"";79;2;999;0;""nonexistent"";-2.9;92.963;-40.8;1.252;5076.2;""no"""
36870,"57;""retired"";""married"";""basic.4y"";""no"";""yes"";""yes"";""cellular"";""jun"";""tue"";162;3;999;0;""nonexistent"";-2.9;92.963;-40.8;1.252;5076.2;""yes"""
36874,"24;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jun"";""wed"";65;3;999;1;""failure"";-2.9;92.963;-40.8;1.244;5076.2;""no"""
36875,"32;""admin."";""single"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""jun"";""wed"";49;2;999;1;""failure"";-2.9;92.963;-40.8;1.244;5076.2;""no"""
36878,"29;""unemployed"";""single"";""basic.4y"";""no"";""no"";""yes"";""cellular"";""jun"";""wed"";243;3;3;2;""success"";-2.9;92.963;-40.8;1.244;5076.2;""yes"""
36880,"24;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jun"";""wed"";151;7;999;1;""failure"";-2.9;92.963;-40.8;1.244;5076.2;""no"""
36881,"32;""services"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""jun"";""wed"";94;6;999;0;""nonexistent"";-2.9;92.963;-40.8;1.244;5076.2;""no"""
36885,"29;""admin."";""single"";""university.degree"";""no"";""no"";""yes"";""cellular"";""jun"";""thu"";813;4;999;0;""nonexistent"";-2.9;92.963;-40.8;1.235;5076.2;""yes"""
36887,"56;""self-employed"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""jun"";""thu"";754;3;999;0;""nonexistent"";-2.9;92.963;-40.8;1.235;5076.2;""no"""
36890,"49;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""jun"";""thu"";259;2;999;0;""nonexistent"";-2.9;92.963;-40.8;1.235;5076.2;""yes"""
36894,"32;""technician"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";293;5;999;1;""failure"";-2.9;92.963;-40.8;1.224;5076.2;""yes"""
36899,"40;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jun"";""mon"";295;3;999;0;""nonexistent"";-2.9;92.963;-40.8;1.215;5076.2;""yes"""
36901,"55;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""jun"";""mon"";177;5;999;1;""failure"";-2.9;92.963;-40.8;1.215;5076.2;""no"""
36903,"48;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jun"";""mon"";136;1;999;1;""failure"";-2.9;92.963;-40.8;1.215;5076.2;""no"""
36905,"55;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""jun"";""mon"";271;2;999;0;""nonexistent"";-2.9;92.963;-40.8;1.215;5076.2;""no"""
36913,"32;""technician"";""single"";""professional.course"";""no"";""yes"";""yes"";""cellular"";""jun"";""mon"";187;1;999;0;""nonexistent"";-2.9;92.963;-40.8;1.215;5076.2;""no"""
36914,"49;""technician"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""jun"";""mon"";68;1;3;1;""success"";-2.9;92.963;-40.8;1.215;5076.2;""no"""
36917,"39;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""jun"";""mon"";459;1;999;1;""failure"";-2.9;92.963;-40.8;1.215;5076.2;""yes"""
36923,"36;""services"";""married"";""university.degree"";""no"";""no"";""yes"";""cellular"";""jun"";""tue"";255;2;3;1;""success"";-2.9;92.963;-40.8;1.206;5076.2;""yes"""
36925,"45;""self-employed"";""single"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""jun"";""tue"";201;1;999;0;""nonexistent"";-2.9;92.963;-40.8;1.206;5076.2;""no"""
36928,"38;""technician"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jun"";""tue"";128;1;999;0;""nonexistent"";-2.9;92.963;-40.8;1.099;5076.2;""no"""
36934,"36;""entrepreneur"";""single"";""basic.4y"";""no"";""no"";""no"";""cellular"";""jun"";""tue"";185;1;999;0;""nonexistent"";-2.9;92.963;-40.8;1.099;5076.2;""yes"""
36937,"64;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""jun"";""tue"";205;1;999;0;""nonexistent"";-2.9;92.963;-40.8;1.099;5076.2;""yes"""
36944,"51;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""telephone"";""jul"";""wed"";372;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.085;5076.2;""yes"""
36945,"61;""admin."";""married"";""university.degree"";""no"";""yes"";""yes"";""telephone"";""jul"";""wed"";261;4;999;0;""nonexistent"";-2.9;92.469;-33.6;1.085;5076.2;""yes"""
36947,"51;""housemaid"";""married"";""basic.4y"";""no"";""yes"";""yes"";""cellular"";""jul"";""thu"";97;1;999;1;""failure"";-2.9;92.469;-33.6;1.072;5076.2;""no"""
36948,"34;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jul"";""thu"";248;3;999;0;""nonexistent"";-2.9;92.469;-33.6;1.072;5076.2;""no"""
36954,"59;""blue-collar"";""divorced"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""jul"";""thu"";218;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.072;5076.2;""yes"""
36955,"59;""blue-collar"";""divorced"";""basic.4y"";""no"";""no"";""no"";""cellular"";""jul"";""thu"";367;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.072;5076.2;""yes"""
36961,"43;""technician"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""jul"";""thu"";109;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.072;5076.2;""no"""
36964,"56;""entrepreneur"";""married"";""unknown"";""no"";""yes"";""no"";""cellular"";""jul"";""thu"";129;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.072;5076.2;""no"""
36968,"47;""housemaid"";""married"";""basic.6y"";""unknown"";""no"";""yes"";""cellular"";""jul"";""thu"";148;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.072;5076.2;""no"""
36975,"32;""self-employed"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""jul"";""thu"";276;2;999;0;""nonexistent"";-2.9;92.469;-33.6;1.072;5076.2;""yes"""
36979,"46;""admin."";""divorced"";""high.school"";""no"";""yes"";""no"";""telephone"";""jul"";""thu"";176;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.072;5076.2;""yes"""
36981,"56;""admin."";""divorced"";""unknown"";""no"";""yes"";""no"";""telephone"";""jul"";""fri"";353;2;999;0;""nonexistent"";-2.9;92.469;-33.6;1.059;5076.2;""yes"""
36992,"57;""retired"";""divorced"";""basic.9y"";""no"";""no"";""no"";""cellular"";""jul"";""fri"";897;3;999;0;""nonexistent"";-2.9;92.469;-33.6;1.059;5076.2;""no"""
36999,"58;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""fri"";318;4;999;1;""failure"";-2.9;92.469;-33.6;1.059;5076.2;""no"""
37003,"46;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""mon"";413;5;999;0;""nonexistent"";-2.9;92.469;-33.6;1.048;5076.2;""no"""
37009,"37;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""mon"";227;2;999;0;""nonexistent"";-2.9;92.469;-33.6;1.048;5076.2;""yes"""
37013,"41;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";826;1;999;1;""failure"";-2.9;92.469;-33.6;1.044;5076.2;""no"""
37014,"38;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";422;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.044;5076.2;""no"""
37017,"25;""student"";""single"";""unknown"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";371;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.044;5076.2;""yes"""
37019,"46;""admin."";""divorced"";""high.school"";""no"";""unknown"";""unknown"";""cellular"";""jul"";""tue"";297;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.044;5076.2;""yes"""
37021,"26;""services"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";407;1;13;1;""success"";-2.9;92.469;-33.6;1.044;5076.2;""yes"""
37023,"25;""student"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";112;1;999;1;""failure"";-2.9;92.469;-33.6;1.044;5076.2;""no"""
37024,"29;""unemployed"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";611;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.044;5076.2;""no"""
37028,"46;""admin."";""divorced"";""high.school"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";282;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.044;5076.2;""no"""
37032,"42;""blue-collar"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";148;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.044;5076.2;""no"""
37038,"33;""admin."";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jul"";""tue"";257;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.044;5076.2;""yes"""
37041,"44;""technician"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";112;2;999;0;""nonexistent"";-2.9;92.469;-33.6;1.044;5076.2;""no"""
37048,"50;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""jul"";""wed"";87;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.029;5076.2;""no"""
37049,"45;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""jul"";""wed"";194;1;13;1;""success"";-2.9;92.469;-33.6;1.029;5076.2;""no"""
37054,"45;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""wed"";106;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.029;5076.2;""no"""
37059,"69;""services"";""married"";""unknown"";""no"";""no"";""no"";""telephone"";""jul"";""wed"";396;2;999;0;""nonexistent"";-2.9;92.469;-33.6;1.029;5076.2;""no"""
37065,"32;""admin."";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""jul"";""wed"";72;1;999;0;""nonexistent"";-2.9;92.469;-33.6;1.029;5076.2;""no"""
37073,"32;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""wed"";97;3;999;0;""nonexistent"";-2.9;92.469;-33.6;1.029;5076.2;""yes"""
37075,"29;""student"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""thu"";253;2;999;0;""nonexistent"";-2.9;92.469;-33.6;1.018;5076.2;""yes"""
37076,"33;""technician"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""thu"";359;2;999;0;""nonexistent"";-2.9;92.469;-33.6;1.018;5076.2;""no"""
37081,"29;""technician"";""single"";""unknown"";""no"";""yes"";""yes"";""cellular"";""jul"";""mon"";326;3;999;0;""nonexistent"";-2.9;92.469;-33.6;0.996;5076.2;""no"""
37082,"51;""management"";""divorced"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jul"";""wed"";219;2;999;0;""nonexistent"";-2.9;92.469;-33.6;0.979;5076.2;""no"""
37084,"51;""management"";""divorced"";""university.degree"";""no"";""no"";""no"";""cellular"";""jul"";""wed"";166;7;999;1;""failure"";-2.9;92.469;-33.6;0.979;5076.2;""no"""
37087,"37;""services"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""mon"";91;2;999;0;""nonexistent"";-2.9;92.469;-33.6;0.944;5076.2;""no"""
37088,"27;""technician"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""mon"";258;3;999;0;""nonexistent"";-2.9;92.469;-33.6;0.944;5076.2;""no"""
37091,"35;""entrepreneur"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""jul"";""wed"";1084;4;999;0;""nonexistent"";-2.9;92.469;-33.6;0.933;5076.2;""yes"""
37094,"51;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""fri"";139;5;999;0;""nonexistent"";-2.9;92.469;-33.6;0.921;5076.2;""yes"""
37095,"51;""admin."";""married"";""university.degree"";""no"";""unknown"";""unknown"";""telephone"";""jul"";""fri"";116;3;999;0;""nonexistent"";-2.9;92.469;-33.6;0.921;5076.2;""no"""
37097,"38;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jul"";""mon"";195;2;999;0;""nonexistent"";-2.9;92.469;-33.6;0.914;5076.2;""no"""
37114,"36;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";383;6;999;0;""nonexistent"";-2.9;92.469;-33.6;0.908;5076.2;""no"""
37116,"54;""unemployed"";""married"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""jul"";""thu"";141;2;999;0;""nonexistent"";-2.9;92.469;-33.6;0.899;5076.2;""no"""
37117,"41;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""aug"";""tue"";151;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37124,"31;""admin."";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""tue"";138;1;15;1;""success"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37127,"52;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""tue"";600;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.884;5076.2;""yes"""
37130,"26;""technician"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""tue"";204;2;999;1;""failure"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37131,"51;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""tue"";138;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37137,"72;""retired"";""divorced"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""tue"";370;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37138,"34;""technician"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""tue"";251;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37139,"24;""student"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""aug"";""tue"";79;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37141,"34;""technician"";""single"";""professional.course"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";305;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.884;5076.2;""yes"""
37144,"40;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";397;2;999;1;""failure"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37154,"32;""services"";""single"";""high.school"";""no"";""yes"";""yes"";""cellular"";""aug"";""wed"";253;1;4;2;""success"";-2.9;92.201;-31.4;0.884;5076.2;""yes"""
37155,"37;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";179;2;999;1;""failure"";-2.9;92.201;-31.4;0.884;5076.2;""yes"""
37156,"39;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";394;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.884;5076.2;""yes"""
37163,"37;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";157;3;4;2;""success"";-2.9;92.201;-31.4;0.884;5076.2;""yes"""
37167,"31;""admin."";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";331;2;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37169,"52;""retired"";""divorced"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""aug"";""thu"";155;2;4;1;""success"";-2.9;92.201;-31.4;0.883;5076.2;""yes"""
37170,"70;""retired"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""cellular"";""aug"";""thu"";320;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37171,"32;""technician"";""married"";""university.degree"";""no"";""no"";""yes"";""cellular"";""aug"";""thu"";975;4;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""yes"""
37176,"60;""self-employed"";""divorced"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";90;2;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37179,"37;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""yes"";""cellular"";""aug"";""thu"";161;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37182,"28;""student"";""single"";""unknown"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";111;1;999;1;""failure"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37190,"74;""retired"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";472;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37194,"58;""unemployed"";""divorced"";""professional.course"";""no"";""no"";""yes"";""cellular"";""aug"";""thu"";142;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37200,"35;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";116;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37207,"76;""retired"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";345;2;999;0;""nonexistent"";-2.9;92.201;-31.4;0.881;5076.2;""yes"""
37211,"38;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";116;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.881;5076.2;""no"""
37213,"82;""retired"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";79;2;999;2;""failure"";-2.9;92.201;-31.4;0.881;5076.2;""no"""
37215,"38;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";140;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.881;5076.2;""no"""
37223,"32;""technician"";""single"";""professional.course"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";87;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.881;5076.2;""yes"""
37224,"46;""housemaid"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";258;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.881;5076.2;""no"""
37228,"24;""student"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";292;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.881;5076.2;""no"""
37230,"41;""services"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";142;1;4;2;""success"";-2.9;92.201;-31.4;0.881;5076.2;""yes"""
37237,"73;""retired"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";239;1;15;1;""success"";-2.9;92.201;-31.4;0.881;5076.2;""no"""
37239,"73;""retired"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";305;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.881;5076.2;""no"""
37244,"33;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";99;1;999;2;""failure"";-2.9;92.201;-31.4;0.881;5076.2;""no"""
37248,"28;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";140;1;999;1;""failure"";-2.9;92.201;-31.4;0.881;5076.2;""no"""
37251,"36;""services"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";221;1;4;1;""success"";-2.9;92.201;-31.4;0.881;5076.2;""yes"""
37252,"59;""unemployed"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";378;2;999;1;""failure"";-2.9;92.201;-31.4;0.881;5076.2;""no"""
37254,"29;""admin."";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";384;1;4;3;""success"";-2.9;92.201;-31.4;0.881;5076.2;""no"""
37260,"76;""retired"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";233;2;999;0;""nonexistent"";-2.9;92.201;-31.4;0.881;5076.2;""yes"""
37270,"36;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""mon"";1225;2;999;0;""nonexistent"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37271,"40;""blue-collar"";""divorced"";""basic.9y"";""no"";""no"";""no"";""cellular"";""aug"";""mon"";54;1;999;1;""failure"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37275,"41;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""aug"";""mon"";88;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37280,"36;""admin."";""divorced"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""mon"";146;2;999;2;""failure"";-2.9;92.201;-31.4;0.884;5076.2;""yes"""
37286,"40;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""mon"";246;1;3;1;""success"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37288,"43;""self-employed"";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""aug"";""mon"";156;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37290,"63;""housemaid"";""married"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""aug"";""mon"";235;1;6;2;""failure"";-2.9;92.201;-31.4;0.884;5076.2;""yes"""
37295,"32;""entrepreneur"";""married"";""unknown"";""no"";""no"";""no"";""cellular"";""aug"";""mon"";352;2;999;2;""failure"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37297,"35;""admin."";""single"";""high.school"";""no"";""yes"";""yes"";""cellular"";""aug"";""mon"";107;4;2;3;""success"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37301,"19;""student"";""single"";""basic.9y"";""no"";""no"";""no"";""cellular"";""aug"";""mon"";96;1;3;1;""success"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37302,"32;""student"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""mon"";540;2;999;0;""nonexistent"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37308,"67;""retired"";""married"";""professional.course"";""no"";""yes"";""yes"";""cellular"";""aug"";""mon"";71;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.884;5076.2;""no"""
37318,"69;""retired"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""aug"";""tue"";151;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37319,"59;""technician"";""single"";""basic.6y"";""no"";""no"";""no"";""telephone"";""aug"";""tue"";181;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37325,"45;""services"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""aug"";""tue"";249;3;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37330,"58;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""aug"";""tue"";704;2;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""yes"""
37332,"26;""student"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""tue"";176;2;999;1;""failure"";-2.9;92.201;-31.4;0.883;5076.2;""yes"""
37335,"29;""technician"";""single"";""professional.course"";""no"";""yes"";""yes"";""cellular"";""aug"";""tue"";110;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37338,"52;""management"";""married"";""high.school"";""no"";""yes"";""yes"";""cellular"";""aug"";""tue"";167;1;10;4;""failure"";-2.9;92.201;-31.4;0.883;5076.2;""yes"""
37342,"27;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""tue"";168;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37344,"49;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""tue"";75;1;999;1;""failure"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37349,"41;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""tue"";280;2;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37350,"54;""admin."";""single"";""university.degree"";""unknown"";""yes"";""no"";""cellular"";""aug"";""tue"";159;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37352,"57;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""tue"";149;1;999;1;""failure"";-2.9;92.201;-31.4;0.883;5076.2;""yes"""
37354,"35;""admin."";""single"";""university.degree"";""no"";""no"";""yes"";""cellular"";""aug"";""tue"";371;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37358,"56;""retired"";""married"";""high.school"";""no"";""yes"";""yes"";""cellular"";""aug"";""tue"";97;1;3;2;""success"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37360,"44;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""tue"";175;2;999;2;""failure"";-2.9;92.201;-31.4;0.883;5076.2;""yes"""
37361,"47;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""tue"";526;1;999;1;""failure"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
37364,"59;""admin."";""divorced"";""professional.course"";""no"";""no"";""no"";""cellular"";""aug"";""tue"";477;1;999;0;""nonexistent"";-2.9;92.201;-31.4;0.883;5076.2;""no"""
